,name,grape,region,variety,rating,notes
521,Leeuwin Estate Siblings Shiraz 2003,,"Margaret River, Western Australia, Australia",Red Wine,88.0,"The color is a brilliant deep purple with dark violet tints. The wine is strongly fruit driven by lifted ripe black cherry, blackberry and plums. The complexity increases with cracked pepper, spice and is well supported by elegant oak aromas. The palate is of medium weight with intense sweet black cherry, blackberry and plums following through from the bouquet, with ripe and finely balanced tannins that give the palate its structure and length.  "
522,Leeuwin Estate Siblings Shiraz 2007,,"Margaret River, Western Australia, Australia",Red Wine,90.0,"The 2007 Sibling Shiraz is a brilliant deep ruby red color. The wine is strongly fruit driven with lifted, ripe mulberry, blackberry, and blood red plums balanced by vanilla, white pepper and spice. The palate is of full to medium weight with a great intensity of sweet black cherry, blackberry, and plums; this intensity carries through to a long and focused finish with fine grain tannins framing the generous soft fruit."
523,Leeuwin Estate Siblings Shiraz 2004,,"Margaret River, Western Australia, Australia",Red Wine,89.0,The colour is a brilliant deep ruby red.
524,Leeuwin Estate Siblings Shiraz 2012,,"Margaret River, Western Australia, Australia",Red Wine,90.0,"Bright, lifted and briary nose, full of plump cherries, concentrated redcurrants, and juicy plums. Anise, cocoa and cinnamon enhance its personality with a slight dusty and chalky undertone creating harmony. Textural and layered, the palate offers fresh andlively primary red fruits; mulberries and plums, offset with a little smoke and caramel from the Burgundian oak. Depth and intensity on the palate is achieved not only by length, but with width, offering complexity with sweeter spices and savory characters."
525,Leeuwin Estate Siblings Shiraz 2014,,"Margaret River, Western Australia, Australia",Red Wine,91.0,"Lifted, bright and briary, the palate expresses dark black cherries, blueberries and mulberries. Chocolate, caramel and anise surround the fruit spectrum with elevated floral notes of rose and subtle violets. Plushly textured, the palate has concentration with boysenberry and redcurrants present. Black cardamom, anise and clove sit in balance providing complexity. It is integrated and finely woven with subtle sweet oak, a delicate acid line and chalky structural tannins."
526,Leeuwin Estate Siblings Shiraz 2013,,"Margaret River, Western Australia, Australia",Red Wine,90.0,"The bouquet has incredible intensity befitting a great Shiraz year. There is concentrated mulberry, raspberry and potted plum fruits with coffee beans dipped in chocolate and lovely spice-infused black pepper and licorice to add further complexity. The palate has a wonderful textured feel, displaying juicy blueberries, mulberries, Asian spice, and licorice. The flavors are seamless across the whole of the palate showing a soft, round and approachable wine with fine tactile and mocha tasting tannins."
527,Left Coast Cellars Cali's Cuvee Pinot Noir 2006,,"Willamette Valley, Oregon",Red Wine,91.0,"The biggest, boldest Cali's to date, this wine offers up a hedonistic nose of cherry, brambly blackberry, pine, orange peel and cinnamon to awake your senses. A truly unforgettable palate suggests raspberries and blackberries with an allusion to wild mint and thyme. Finishing with anise and molasses, this wine speaks to the incredible bounty of the remarkable 2006 vintage. A wonderful glass to sip own its on, this wine has just the right amount of acidity and structure to compliment robust lamb, beef and game dishes.  "
528,Left Coast Cellars Cali's Cuvee Pinot Noir 2013,,"Willamette Valley, Oregon",Red Wine,90.0,"Named after the family's left-handed daughter, Cali, this Cuvee (blend) is 100% Dijon, Pommard and Wadenswil clone Pinot Noir. Cali's Pinot Noir is a versatile and food-friendly wine, pairing beautifully with anything from the grill."
529,Left Coast Cellars Cali's Cuvee Pinot Noir 2014,,"Willamette Valley, Oregon",Red Wine,91.0,"The flagship ""drink now"" Pinot Noir offers a rich, earthy nose of mossy forest floor. Lively tannins reveal luscious blackberries, mingling with plum, a waft of tobacco and a flinty minerality. Named after the family's left-handed daughter, Cali, this cuvee is 100% Dijon, Pommard and Wadenswil clone Pinot Noir. "
530,Left Coast Cellars Cali's Cuvee Pinot Noir 2016,,"Willamette Valley, Oregon",Red Wine,90.0,"Supple and open in texture, this wine offers a mouthful of ripe plum and cherry flavors that mingle with floral and spicy notes. Named after the family’s left-handed daughter, Cali, this Cuvée (blend) is 100% Dijon, Pommard and Wädenswil clone Pinot Noir. Cali’s Pinot Noir is a versatile and food-friendly wine, pairing beautifully with anything from the grill. Delicious now, this wine would reward cellar time."
531,Left Coast Cellars Latitude 45 Pinot Noir 2014,,"Willamette Valley, Oregon",Red Wine,92.0,"Smooth, supple and loaded with red cherries and raspberries. Flavors are deepened by a hint of cocoa then notes of red pepperbring a pop to the finish. "
532,Left Coast Cellars The Orchards Pinot Gris 2009,,"Willamette Valley, Oregon",White Wine,90.0,"This racy little number flirts with just a hint of sweetness, and alluring notes of tropical fruits and flowers. Serve this Pinot Gris with spicy Asian or Indian fare.  "
533,Legacy Red 2013,,"Alexander Valley, Sonoma County, California",Red Wine,95.0,"The 2013 Red Wine exhibits a superb balance between richness and structural integrity. On the nose, aromas of cassis, cherry liqueur, wild fennel and cocoa nib flood from the glass alongside a faint hint of bay leaf. The palate delivers a fragrant blueberry and blackberry core supported by sleekly coiled tannins and graceful minerality. Extraordinarily layered, powerful and complex, this wine will age easily for two decades.The Legacy Red Wine assembles Bordeaux varieties from superior blocks in the Jimtown vineyard and Alexander Mountain Estate. Cabernet Sauvignon predominates, with smaller amounts of Cabernet Franc, Malbec, and Petit Verdot adding greater aromatic complexity and depth. An uncompromising attention to detail defines this wine, from pruning and leafing decisions to the final blend. Hand-picked at dawn and sorted by hand, the grapes are vinified in small upright fermenters made of French oak. After blending, the wine is aged for 26 months in 62% new French oak barrels before bottling."
534,Legaris Crianza 2005,,"Ribera del Duero, Spain",Red Wine,90.0,"A wine made with 100% Tinta Fina variety. Its cherry red color is of notable intensity and with violet edges. Among its aromas, frank and intense, stand out touches of vanilla and coconut, which bear witness to its aging in oak wood. Tasty, lively, well structured, long and with intense aroma in the mouth."
535,Legaris Crianza 2009,,"Ribera del Duero, Spain",Red Wine,90.0,"Deep garnet red with hues of the same color. Highly aromatic on the nose with dominant notes of well balanced black fruits and complex notes from aging in oak. A round mouthfeel, well structured with body and a long tasty finish. "
536,Legaris Crianza 2010,,"Ribera del Duero, Spain",Red Wine,90.0,"A very intense picota cherry red with violet hues. Notes of ripe black fruit  on the nose which blend perfectly with toasty and spicy nuances from its aging in barrels. A wine with a rounded, warm mouthfeel and a long finish."
537,Legaris Crianza 2012,,"Ribera del Duero, Spain",Red Wine,90.0,Very intense picota cherry red with violet hues. Aromas of ripe black fruit on the nose plus milky notes well blended with the toasty and spiced nuances from aging in barrels.
538,Lemelson Chardonnay Reserve 2012,,Oregon,White Wine,91.0,"In pursuit of balance and finesse in a warm growing season, Lemelson  did two picks on our Johnson Vineyard: the first, to preserve vibrancy and the second, for texture and aromatics. The result is a wine that expresses the fruit of the vintage while remaining fresh and lower in alcohol. Peach, Asian pear, honeysuckle and plum on the nose are accented by subtle notes of hazelnut, brioche and tarragon. The palate is energetic and fresh with citrus and spice at mid-palate leading way to a long, citrus and mineral finish. While many vintages of their Reserve Chardonnay have aged quite gracefully, the opulent fruit of this vintage suggests that this wine will be at its best over the next five years.  "
539,Lemelson Dry Riesling 2008,,"Willamette Valley, Oregon",White Wine,90.0,"The 2008 Riesling is richer and more fruity than the delicate 2007 and drier and more serious than the sweeter 2006. It shows bright citrus notes on the nose with lemon verbena, tangerine, white peach, chalk and thyme. The palate is soft and fresh with good weight, while the mid-palate is rich and intense with Meyer lemon, citrus rind and yellow plum, paving the way to a long, fresh honey finish.  "
